parquet_column,parquet_type,app_equivalent,human_alias,app_type,code_map
"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Lixo coletado no domicílio por serviço de limpeza",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Lixo depositado em caçamba de serviço de limpeza",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Lixo queimado na propriedade",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Lixo enterrado na propriedade",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Lixo jogado em terreno baldio, encosta ou área pública",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Outro destino do lixo",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Lixo coletado no domicílio por serviço de limpeza",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Lixo depositado em caçamba de serviço de limpeza",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Lixo queimado na propriedade",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Lixo enterrado na propriedade",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Lixo jogado em terreno baldio, encosta ou área pública",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Outro destino do lixo",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Lixo coletado no domicílio por serviço de limpeza",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Lixo depositado em caçamba de serviço de limpeza",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Lixo queimado na propriedade",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Lixo enterrado na propriedade",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Lixo jogado em terreno baldio, encosta ou área pública",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Outro destino do lixo",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Domicílio não possui ligação à rede geral de distribuição de água",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Domicílio não possui ligação à rede geral de distribuição de água",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Domicílio não possui ligação à rede geral de distribuição de água",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 4 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 5 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 6 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 7 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 8 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 9 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com banheiro de uso exclusivo com chuveiro e vaso sanitário",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Sem banheiro de uso exclusivo com chuveiro e vaso sanitário",BIGINT,,,,
Domicílios Particulares Permanentes Ocupados,BIGINT,,,,
Domicílios Particulares Improvisados Ocupados,BIGINT,,,,
Unidades de Habitação em Domicílios Coletivos Com Morador,BIGINT,,,,
Domicílios Particulares Permanentes Ocupados_1,BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Quantidade de moradores",BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Quantidade de moradores",BIGINT,,,,
"Domicílios Coletivos Com Morador, Quantidade de moradores",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Quantidade de crianças de zero a nove anos de idade",BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Quantidade de crianças de zero a nove anos de idade",BIGINT,,,,
"Domicílios Coletivos Com Morador, Quantidade de crianças de zero a nove anos de idade",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Pessoas de sexo masculino no domicílio",BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Pessoas de sexo masculino no domicílio",BIGINT,,,,
"Domicílios Coletivos Com Morador, Pessoas de sexo masculino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Coletivos Com Morador, Pessoas de sexo feminino no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 1 morador no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 2 moradores no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 3 moradores no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 4 moradores no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 5 moradores no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 6 moradores no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 7 moradores no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 8 moradores no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 9 moradores no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 10 ou mais moradores no domicílio",BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Com 1 morador no domicílio",BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Com 2 moradores no domicílio",BIGINT,,,,
V00029,BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Com 4 moradores no domicílio",BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Com 5 moradores no domicílio",BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Com 6 moradores no domicílio",BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Com 7 moradores no domicílio",BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Com 8 moradores no domicílio",BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Com 9 moradores no domicílio",BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Com 10 ou mais moradores no domicílio",BIGINT,,,,
"Domicílios Coletivos Com Morador, Com 1 morador no domicílio",BIGINT,,,,
"Domicílios Coletivos Com Morador, Com 2 moradores no domicílio",BIGINT,,,,
"Domicílios Coletivos Com Morador, Com 3 moradores no domicílio",BIGINT,,,,
"Domicílios Coletivos Com Morador, Com 4 moradores no domicílio",BIGINT,,,,
"Domicílios Coletivos Com Morador, Com 5 moradores no domicílio",BIGINT,,,,
"Domicílios Coletivos Com Morador, Com 6 moradores no domicílio",BIGINT,,,,
"Domicílios Coletivos Com Morador, Com 7 moradores no domicílio",BIGINT,,,,
"Domicílios Coletivos Com Morador, Com 8 moradores no domicílio",BIGINT,,,,
"Domicílios Coletivos Com Morador, Com 9 moradores no domicílio",BIGINT,,,,
"Domicílios Coletivos Com Morador, Com 10 ou mais moradores no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é habitação em casa de cômodos ou cortiço",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é habitação indígena sem paredes ou maloca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é estrutura residencial permanente degradada ou inacabada",BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Tipo de espécie é tenda ou barraca de lona, plástico ou tecido",BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Tipo de espécie é dentro de estabelecimento em funcionamento",BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Tipo de espécie é abrigo natural e outras estruturas improvisadas",BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Tipo de espécie é estrutura improvisada em logradouro público, exceto tenda ou barraca",BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Tipo de espécie é estrutura não residencial permanente degradada ou inacabada",BIGINT,,,,
"Domicílios Particulares Improvisados Ocupados, Tipo de espécie é veículo (carro, caminhão, trailer, barco etc)",BIGINT,,,,
"Domicílios Coletivos Com Morador, Tipo de espécie é asilo ou outra instituição de longa permanência para idosos",BIGINT,,,,
"Domicílios Coletivos Com Morador, Tipo de espécie é hotel ou pensão",BIGINT,,,,
"Domicílios Coletivos Com Morador, Tipo de espécie é alojamento",BIGINT,,,,
"Domicílios Coletivos Com Morador, Tipo de espécie é penitenciária, centro de detenção e similar",BIGINT,,,,
"Domicílios Coletivos Com Morador, Tipo de espécie é outros domicílios coletivos com morador",BIGINT,,,,
"Domicílios Coletivos Com Morador, Tipo de espécie é abrigo, albergue ou casa de passagem para população em situação de rua",BIGINT,,,,
"Domicílios Coletivos Com Morador, Tipo de espécie é abrigo, casas de passagem ou república assistencial para outros grupos vulneráveis",BIGINT,,,,
"Domicílios Coletivos Com Morador, Tipo de espécie é clínica psiquiátrica, comunidade terapêutica e similar",BIGINT,,,,
"Domicílios Coletivos Com Morador, Tipo de espécie é orfanato e similar",BIGINT,,,,
"Domicílios Coletivos Com Morador, Tipo de espécie é unidade de internação de menores",BIGINT,,,,
"Domicílios Coletivos Com Morador, Tipo de espécie é quartel ou outra organização militar",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Quantidade de moradores_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Quantidade de crianças de zero a nove anos de idade_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Pessoas de sexo masculino no domicílio_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Pessoas de sexo feminino no domicílio_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 1 morador no domicílio_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 2 moradores no domicílio_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 3 moradores no domicílio_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 4 moradores no domicílio_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 5 moradores no domicílio_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 6 moradores no domicílio_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 7 moradores no domicílio_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 8 moradores no domicílio_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 9 moradores no domicílio_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Com 10 ou mais moradores no domicílio_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Quantidade de moradores_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Quantidade de moradores_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Quantidade de moradores_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Quantidade de crianças de zero a nove anos de idade_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Quantidade de crianças de zero a nove anos de idade_1",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Quantidade de crianças de zero a nove anos de idade_1",BIGINT,,,,
15 a 19 anos_1,BIGINT,,,,
20 a 24 anos_1,BIGINT,,,,
25 a 29 anos_1,BIGINT,,,,
30 a 34 anos,BIGINT,,,,
35 a 39 anos,BIGINT,,,,
40 a 44 anos,BIGINT,,,,
45 a 49 anos,BIGINT,,,,
50 a 54 anos,BIGINT,,,,
55 a 59 anos,BIGINT,,,,
60 a 64 anos,BIGINT,,,,
65 a 69 anos,BIGINT,,,,
70 a 79 anos,BIGINT,,,,
80 anos ou mais,BIGINT,,,,
"15 a 19 anos, Cor ou raça é branca",BIGINT,,,,
"15 a 19 anos, Cor ou raça é preta",BIGINT,,,,
"15 a 19 anos, Cor ou raça é amarela",BIGINT,,,,
"15 a 19 anos, Cor ou raça é parda",BIGINT,,,,
"15 a 19 anos, Cor ou raça é indígena",BIGINT,,,,
"20 a 24 anos, Cor ou raça é branca",BIGINT,,,,
"20 a 24 anos, Cor ou raça é preta",BIGINT,,,,
"20 a 24 anos, Cor ou raça é amarela",BIGINT,,,,
"20 a 24 anos, Cor ou raça é parda",BIGINT,,,,
"20 a 24 anos, Cor ou raça é indígena",BIGINT,,,,
"25 a 29 anos, Cor ou raça é branca",BIGINT,,,,
"25 a 29 anos, Cor ou raça é preta",BIGINT,,,,
"25 a 29 anos, Cor ou raça é amarela",BIGINT,,,,
"25 a 29 anos, Cor ou raça é parda",BIGINT,,,,
"25 a 29 anos, Cor ou raça é indígena",BIGINT,,,,
"30 a 34 anos, Cor ou raça é branca",BIGINT,,,,
"30 a 34 anos, Cor ou raça é preta",BIGINT,,,,
"30 a 34 anos, Cor ou raça é amarela",BIGINT,,,,
"30 a 34 anos, Cor ou raça é parda",BIGINT,,,,
"30 a 34 anos, Cor ou raça é indígena",BIGINT,,,,
"35 a 39 anos, Cor ou raça é branca",BIGINT,,,,
"35 a 39 anos, Cor ou raça é preta",BIGINT,,,,
"35 a 39 anos, Cor ou raça é amarela",BIGINT,,,,
"35 a 39 anos, Cor ou raça é parda",BIGINT,,,,
"35 a 39 anos, Cor ou raça é indígena",BIGINT,,,,
"40 a 44 anos, Cor ou raça é branca",BIGINT,,,,
"40 a 44 anos, Cor ou raça é preta",BIGINT,,,,
"40 a 44 anos, Cor ou raça é amarela",BIGINT,,,,
"40 a 44 anos, Cor ou raça é parda",BIGINT,,,,
"40 a 44 anos, Cor ou raça é indígena",BIGINT,,,,
"45 a 49 anos, Cor ou raça é branca",BIGINT,,,,
"45 a 49 anos, Cor ou raça é preta",BIGINT,,,,
"45 a 49 anos, Cor ou raça é amarela",BIGINT,,,,
"45 a 49 anos, Cor ou raça é parda",BIGINT,,,,
"45 a 49 anos, Cor ou raça é indígena",BIGINT,,,,
"50 a 54 anos, Cor ou raça é branca",BIGINT,,,,
"50 a 54 anos, Cor ou raça é preta",BIGINT,,,,
"50 a 54 anos, Cor ou raça é amarela",BIGINT,,,,
"50 a 54 anos, Cor ou raça é parda",BIGINT,,,,
"50 a 54 anos, Cor ou raça é indígena",BIGINT,,,,
"55 a 59 anos, Cor ou raça é branca",BIGINT,,,,
"55 a 59 anos, Cor ou raça é preta",BIGINT,,,,
"55 a 59 anos, Cor ou raça é amarela",BIGINT,,,,
"55 a 59 anos, Cor ou raça é parda",BIGINT,,,,
"55 a 59 anos, Cor ou raça é indígena",BIGINT,,,,
"60 a 64 anos, Cor ou raça é branca",BIGINT,,,,
"60 a 64 anos, Cor ou raça é preta",BIGINT,,,,
"60 a 64 anos, Cor ou raça é amarela",BIGINT,,,,
"60 a 64 anos, Cor ou raça é parda",BIGINT,,,,
"60 a 64 anos, Cor ou raça é indígena",BIGINT,,,,
"65 a 69 anos, Cor ou raça é branca",BIGINT,,,,
"65 a 69 anos, Cor ou raça é preta",BIGINT,,,,
"65 a 69 anos, Cor ou raça é amarela",BIGINT,,,,
"65 a 69 anos, Cor ou raça é parda",BIGINT,,,,
"65 a 69 anos, Cor ou raça é indígena",BIGINT,,,,
"70 a 79 anos, Cor ou raça é branca",BIGINT,,,,
"70 a 79 anos, Cor ou raça é preta",BIGINT,,,,
"70 a 79 anos, Cor ou raça é amarela",BIGINT,,,,
"70 a 79 anos, Cor ou raça é parda",BIGINT,,,,
"70 a 79 anos, Cor ou raça é indígena",BIGINT,,,,
"80 anos ou mais, Cor ou raça é branca",BIGINT,,,,
"80 anos ou mais, Cor ou raça é preta",BIGINT,,,,
"80 anos ou mais, Cor ou raça é amarela",BIGINT,,,,
"80 anos ou mais, Cor ou raça é parda",BIGINT,,,,
"80 anos ou mais, Cor ou raça é indígena",BIGINT,,,,
"Sexo masculino, 15 a 19 anos_1",BIGINT,,,,
"Sexo masculino, 20 a 24 anos_1",BIGINT,,,,
"Sexo masculino, 25 a 29 anos_1",BIGINT,,,,
"Sexo masculino, 30 a 34 anos",BIGINT,,,,
"Sexo masculino, 35 a 39 anos",BIGINT,,,,
"Sexo masculino, 40 a 44 anos",BIGINT,,,,
"Sexo masculino, 45 a 49 anos",BIGINT,,,,
"Sexo masculino, 50 a 54 anos",BIGINT,,,,
"Sexo masculino, 55 a 59 anos",BIGINT,,,,
"Sexo masculino, 60 a 64 anos",BIGINT,,,,
"Sexo masculino, 65 a 69 anos",BIGINT,,,,
"Sexo masculino, 70 a 79 anos",BIGINT,,,,
"Sexo masculino, 80 anos ou mais",BIGINT,,,,
"Sexo feminino, 15 a 19 anos_1",BIGINT,,,,
"Sexo feminino, 20 a 24 anos_1",BIGINT,,,,
"Sexo feminino, 25 a 29 anos_1",BIGINT,,,,
